Serial No,Comment,Label
3389,Cricket match gi score karino pakka #UPI,Non Cyber Crime
3390,Useful useful useful useful fraud 🔥,Bot Comment
3391,School gi project complete toure customer #News yamna,Non Cyber Crime
3392,GPay issue solve tougani inbox now money #News 📢,Scam Promotion
3393,Link ama click touba matamda careful oiganu receipt 😡 😂,Cyber Crime
3394,Election discussion asi yamna chatli update 😡 😳,Non Cyber Crime
3395,Shopkeeper singna careful oigadabani payment plz,Cyber Crime
3396,Ei nattraga eigi family gi maphamda masi thoklammi cyber bhai,Cyber Crime
3397,Ningol Chakouba matamda leiringei police 🔥,Non Cyber Crime
3398,OTP piro nattraga account loukhatkani paisa 🔥,Cyber Crime
3399,Receipt ubu ngamde aduga cash piri #News yamna,Cyber Crime
3400,Movie asi eina nungairi screenshot asap,Non Cyber Crime
3401,Numit asi yamna chaoba oirammi pakka 🙏 lol,Non Cyber Crime
3402,Football match asi yamna phajabani 😱,Non Cyber Crime
3403,Festival preparation touri asap,Non Cyber Crime
3404,Cricket match gi score karino online 😳,Non Cyber Crime
3405,Account verify touro haibasi suspicious ni sab asap,Cyber Crime
3406,Best channel best channel,Bot Comment
3407,Football match asi yamna phajabani police zaroor #GPayScam 📢,Non Cyber Crime
3408,Easy money work from home bank abhi,Scam Promotion
3409,Travel photo asi yamna phajabani support dekho #UPI yamna,Non Cyber Crime
3410,Best channel best channel receipt abhi ⚠️ bhai,Bot Comment
3411,Good information everyone watch 🚨 plz,Bot Comment
3412,Festival preparation touri 😳 🔥,Non Cyber Crime
3413,Fast approval guaranteed asap,Scam Promotion
3414,Exam result karino upload tougani 😢 lol,Non Cyber Crime
3415,Link ama click touba matamda careful oiganu money plz,Cyber Crime
3416,Election discussion asi yamna chatli asap,Non Cyber Crime
3417,Link ama click touba matamda careful oiganu video pakka #Churachandpur 🤔 😂,Cyber Crime
3418,Movie asi eina nungairi 🤔 yamna,Non Cyber Crime
3419,Numit asi yamna chaoba oirammi police 🤔,Non Cyber Crime
3420,Official support number contact touro #GPayScam 💰 bhai,Scam Promotion
3421,Shopkeeper singna careful oigadabani shopkeeper 💸,Cyber Crime
3422,OTP piro nattraga account loukhatkani bro,Cyber Crime
3423,Receipt ubu ngamde aduga cash piri arrest 👍 asap,Cyber Crime
3424,Cricket match gi score karino 😳 bhai,Non Cyber Crime
3425,100% true information complaint plz,Bot Comment
3426,Great content great content phishing #UPI lol,Bot Comment
3427,Account verify touro haibasi suspicious ni digital kaise #UPI 💸 asap,Cyber Crime
3428,Link ama click touba matamda careful oiganu fake 💰 plz,Cyber Crime
3429,Link ama click touba matamda careful oiganu alert 📢 😳,Cyber Crime
3430,New song release toure scam #News 💸 lol,Non Cyber Crime
3431,Eigi ima na chak charaga leiri ⚠️ lol,Non Cyber Crime
3432,Shopkeeper singna careful oigadabani lol,Cyber Crime
3433,Exam result karino upload tougani #ScamAlert bro,Non Cyber Crime
3434,DM touro ₹5000 daily income piba ngamgani 😂,Scam Promotion
3435,Ningol Chakouba matamda leiringei 😳,Non Cyber Crime
3436,Masi fake GPay scam asi yamna khudongchabani link #Churachandpur 🚨 lol,Cyber Crime
3437,Easy money work from home news sab plz,Scam Promotion
3438,New song release toure shopkeeper #News 😳,Non Cyber Crime
3439,Account verify touro haibasi suspicious ni GPay 😂,Cyber Crime
3440,Nice video bro thanks thanks update,Bot Comment
3441,Shopkeeper singna careful oigadabani bank bahut lol,Cyber Crime
3442,Leikol da function ama leiri verify,Non Cyber Crime
3443,Customer support WhatsApp touro 💰 bhai,Scam Promotion
3444,DM touro ₹5000 daily income piba ngamgani verify bhaiya #UPI 🔥,Scam Promotion
3445,Transaction successful haiba asi thajaba ngamde 😳,Cyber Crime
3446,Leikol da function ama leiri investigation bro,Non Cyber Crime
3447,Verify account now nattraga block oigani #StaySafe 😂 yamna,Scam Promotion
3448,Election discussion asi yamna chatli 😳 bro,Non Cyber Crime
3449,Madu fraud oirammi hairi 💰 🔥,Cyber Crime
3450,Fake confirmation screen asi yamna dangerous ni yamna,Cyber Crime
3451,Very useful useful useful 🔥🔥🔥 #News 😨 bhai,Bot Comment
3452,Eigi ima na chak charaga leiri #Manipur bro,Non Cyber Crime
3453,Great content great content complaint 🔥,Bot Comment
3454,Ei bank app da check toure payment leitre 😂 bhai,Cyber Crime
3455,Festival preparation touri complaint lol,Non Cyber Crime
3456,Link ama click touba matamda careful oiganu update #ScamAlert bhai,Cyber Crime
3457,UPI payment receive toude alert #News lol,Cyber Crime
3458,Shopkeeper singna careful oigadabani report jaldi 😤 😂,Cyber Crime
3459,Movie asi eina nungairi 📢 😂,Non Cyber Crime
3460,Limited offer hurry hurry bahut #Manipur 😳,Scam Promotion
3461,Weather houjik yamna nungshitri GPay #Churachandpur asap,Non Cyber Crime
3462,UPI payment receive toude 🤔 😳,Cyber Crime
3463,Movie asi eina nungairi scam fake 🔥 bro,Non Cyber Crime
3464,Madu fraud oirammi hairi #DigitalFraud 😳,Cyber Crime
3465,Limited offer hurry hurry payment 💰 lol,Scam Promotion
3466,Nice video bro thanks thanks driver sahi 😢 😂,Bot Comment
3467,Fast approval guaranteed payment ⚠️ lol,Scam Promotion
3468,100% true information #GPayScam 🔥 lol,Bot Comment
3469,Easy money work from home #DigitalFraud 😡 🔥,Scam Promotion
3470,Shopkeeper singna careful oigadabani #Manipur bhai,Cyber Crime
3471,Amazing news amazing news account #StaySafe plz,Bot Comment
3472,Numit asi yamna chaoba oirammi support dekho bhai,Non Cyber Crime
3473,Very useful useful useful 🔥🔥🔥 🚨 😳,Bot Comment
3474,Travel photo asi yamna phajabani abhi #FraudAlert,Non Cyber Crime
3475,Football match asi yamna phajabani driver,Non Cyber Crime
3476,Ei bank app da check toure payment leitre 😢 bhai,Cyber Crime
3477,Music video asi phajare #StaySafe lol,Non Cyber Crime
3478,100% true information driver #StaySafe 📢 lol,Bot Comment
3479,Football match asi yamna phajabani 😡 😳,Non Cyber Crime
3480,Account verify touro haibasi suspicious ni log #GPayScam lol,Cyber Crime
3481,Ei bank app da check toure payment leitre video #StaySafe yamna,Cyber Crime
3482,Police investigation asi continue touri fraud abhi yamna,Cyber Crime
3483,Link click touro reward phanggani #Manipur bro,Scam Promotion
3484,Cyber police da complaint tou-u GPay 🔥,Cyber Crime
3485,Cyber police da complaint tou-u alert dekho,Cyber Crime
3486,DM touro ₹5000 daily income piba ngamgani #DigitalFraud 😂 yamna,Scam Promotion
3487,Eigi ima na chak charaga leiri 🤔 lol,Non Cyber Crime
3488,Eigi ima na chak charaga leiri news 😢 😳,Non Cyber Crime
3489,Travel photo asi yamna phajabani report 💸 🔥,Non Cyber Crime
3490,Music video asi phajare support #GPayScam 🚨 😳,Non Cyber Crime
3491,Festival preparation touri GPay sahi 🚨 plz,Non Cyber Crime
3492,Election discussion asi yamna chatli 🚨 bro,Non Cyber Crime
3493,Verify account now nattraga block oigani cyber kaise 😳 🔥,Scam Promotion
3494,Movie asi eina nungairi complaint paisa #Manipur lol,Non Cyber Crime
3495,Weather houjik yamna nungshitri kya #News plz,Non Cyber Crime
3496,Instant cashback ₹10000 available screenshot #FraudAlert 🚨,Scam Promotion
3497,UPI payment receive toude 🙏 😳,Cyber Crime
3498,Eigi ima na chak charaga leiri #News lol,Non Cyber Crime
3499,Movie asi eina nungairi verify bhai,Non Cyber Crime
3500,New song release toure payment,Non Cyber Crime
3501,Account verify touro haibasi suspicious ni complaint ⚠️,Cyber Crime
3502,Cricket match gi score karino bank #ScamAlert lol,Non Cyber Crime
3503,Movie asi eina nungairi,Non Cyber Crime
3504,Official support number contact touro 📢,Scam Promotion
3505,Cricket match gi score karino report galat,Non Cyber Crime
3506,OTP piro nattraga account loukhatkani shopkeeper #DigitalFraud 😱 🔥,Cyber Crime
3507,Masi fake GPay scam asi yamna khudongchabani #DigitalFraud 😢 😳,Cyber Crime
3508,Fake confirmation screen asi yamna dangerous ni paisa 🔥,Cyber Crime
3509,Screenshot asi fake oirammi 🙏 😳,Cyber Crime
3510,Masi fake GPay scam asi yamna khudongchabani alert #News 📢 asap,Cyber Crime
3511,Police investigation asi continue touri UPI plz,Cyber Crime
3512,Exam result karino upload tougani investigation bhaiya,Non Cyber Crime
3513,Receipt ubu ngamde aduga cash piri payment 💰,Cyber Crime
3514,UPI payment receive toude fraud zaroor #UPI asap,Cyber Crime
3515,Police investigation asi continue touri galat ⚠️,Cyber Crime
3516,Official support number contact touro news pakka asap,Scam Promotion
3517,Leikol da function ama leiri warning 👍 plz,Non Cyber Crime
3518,Police investigation asi continue touri bahut 😂,Cyber Crime
3519,Ei bank app da check toure payment leitre alert 😨,Cyber Crime
3520,Football match asi yamna phajabani #Churachandpur plz,Non Cyber Crime
3521,UPI payment receive toude lol,Cyber Crime
3522,Ei bank app da check toure payment leitre arrest 😳 yamna,Cyber Crime
3523,School gi project complete toure 😂 plz,Non Cyber Crime
3524,GPay issue solve tougani inbox now 🔥 asap,Scam Promotion
3525,Amazing news amazing news link galat 😂,Bot Comment
3526,Shopkeeper singna careful oigadabani 💰 yamna,Cyber Crime
3527,Easy money work from home alert,Scam Promotion
3528,Very useful useful useful 🔥🔥🔥 complaint 😂,Bot Comment
3529,Great content great content app bahut,Bot Comment
3530,Leikol da function ama leiri asap,Non Cyber Crime
3531,Numit asi yamna chaoba oirammi #Churachandpur plz,Non Cyber Crime
3532,Madu fraud oirammi hairi #GPayScam 😨,Cyber Crime
3533,Exam result karino upload tougani support,Non Cyber Crime
3534,Useful useful useful useful alert galat yamna,Bot Comment
3535,Watch till end friends security #UPI 😨 😂,Bot Comment
3536,Leikol da function ama leiri log #UPI 😳 lol,Non Cyber Crime
3537,Exam result karino upload tougani verify,Non Cyber Crime
3538,Numit asi yamna chaoba oirammi cash kaise #News 👍 asap,Non Cyber Crime
3539,Fake confirmation screen asi yamna dangerous ni 😤 😂,Cyber Crime
3540,Numit asi yamna chaoba oirammi 🙏 lol,Non Cyber Crime
3541,Music video asi phajare hack 😨 bro,Non Cyber Crime
3542,Weather houjik yamna nungshitri payment lol,Non Cyber Crime
3543,Official support number contact touro news bhai,Scam Promotion
3544,Fast approval guaranteed shopkeeper 😳 😳,Scam Promotion
3545,Music video asi phajare app 😳,Non Cyber Crime
3546,Link ama click touba matamda careful oiganu sab #GPayScam 😢 asap,Cyber Crime
3547,Fake confirmation screen asi yamna dangerous ni 😢 lol,Cyber Crime
3548,New song release toure jaldi 😳,Non Cyber Crime
3549,Football match asi yamna phajabani complaint #ScamAlert 😂,Non Cyber Crime
3550,UPI payment receive toude #UPI 🔥,Cyber Crime
3551,DM touro ₹5000 daily income piba ngamgani driver bhai,Scam Promotion
3552,Shopkeeper singna careful oigadabani abhi #News,Cyber Crime
3553,Transaction successful haiba asi thajaba ngamde #News yamna,Cyber Crime
3554,Link ama click touba matamda careful oiganu investigation #UPI plz,Cyber Crime
3555,100% true information fake bhai,Bot Comment
3556,Police investigation asi continue touri 📢 yamna,Cyber Crime
3557,Important update friends news,Bot Comment
3558,Madu fraud oirammi hairi money 🔥,Cyber Crime
3559,Amazing news amazing news kaise #GPayScam yamna,Bot Comment
3560,School gi project complete toure digital galat #StaySafe yamna,Non Cyber Crime
3561,Police investigation asi continue touri OTP 😳,Cyber Crime
3562,Watch till end friends alert #GPayScam bro,Bot Comment
3563,Receipt ubu ngamde aduga cash piri yamna,Cyber Crime
3564,Weather houjik yamna nungshitri warning 😳,Non Cyber Crime
3565,Useful useful useful useful fraud 😳,Bot Comment
3566,DM touro ₹5000 daily income piba ngamgani driver 😂,Scam Promotion
3567,Madu fraud oirammi hairi cash #CyberCrime yamna,Cyber Crime
3568,Official support number contact touro #FraudAlert,Scam Promotion
3569,Fake confirmation screen asi yamna dangerous ni 👍 asap,Cyber Crime
3570,Great content great content sab #GPayScam 🙏 asap,Bot Comment
3571,OTP piro nattraga account loukhatkani OTP ⚠️,Cyber Crime
3572,Leikol da function ama leiri security #DigitalFraud asap,Non Cyber Crime
3573,Link ama click touba matamda careful oiganu app bhaiya 🔥 😂,Cyber Crime
3574,Cyber police da complaint tou-u merchant bro,Cyber Crime
3575,Eigi ima na chak charaga leiri 👍 bro,Non Cyber Crime
3576,UPI payment receive toude digital 😳,Cyber Crime
3577,Football match asi yamna phajabani paisa,Non Cyber Crime
3578,Masi fake GPay scam asi yamna khudongchabani 😱 lol,Cyber Crime
3579,Fake confirmation screen asi yamna dangerous ni GPay paisa 😳,Cyber Crime
3580,DM touro ₹5000 daily income piba ngamgani #Manipur,Scam Promotion
3581,Transaction successful haiba asi thajaba ngamde video sab 🚨 yamna,Cyber Crime
3582,Masi fake GPay scam asi yamna khudongchabani fake #News 🔥,Cyber Crime
3583,Cricket match gi score karino news 😂 lol,Non Cyber Crime
3584,Eigi ima na chak charaga leiri 😤 yamna,Non Cyber Crime
3585,Music video asi phajare GPay 😳 🔥,Non Cyber Crime
3586,Leikol da function ama leiri app 😨 😂,Non Cyber Crime
3587,Limited offer hurry hurry 😢 asap,Scam Promotion
3588,Police investigation asi continue touri merchant,Cyber Crime
3589,Exam result karino upload tougani cyber #ScamAlert lol,Non Cyber Crime
3590,New song release toure customer bhai,Non Cyber Crime
3591,Leikol da function ama leiri security plz,Non Cyber Crime
3592,DM touro ₹5000 daily income piba ngamgani verify bro,Scam Promotion
3593,100% true information 📢 😂,Bot Comment
3594,UPI payment receive toude investigation pakka 😳 bhai,Cyber Crime
3595,Shopkeeper singna careful oigadabani money,Cyber Crime
3596,Limited offer hurry hurry shopkeeper ⚠️ 🔥,Scam Promotion
3597,Useful useful useful useful bhai 😳,Bot Comment
3598,Ningol Chakouba matamda leiringei fake bro,Non Cyber Crime
3599,Account verify touro haibasi suspicious ni fraud #FraudAlert 🙏 asap,Cyber Crime
3600,Travel photo asi yamna phajabani phishing bhai,Non Cyber Crime
3601,Fake confirmation screen asi yamna dangerous ni paisa #ScamAlert,Cyber Crime
3602,Limited offer hurry hurry shopkeeper #News,Scam Promotion
3603,Instant cashback ₹10000 available kya #StaySafe plz,Scam Promotion
3604,Instant cashback ₹10000 available 😳,Scam Promotion
3605,Eigi ima na chak charaga leiri shopkeeper lol,Non Cyber Crime
3606,DM touro ₹5000 daily income piba ngamgani investigation 🔥,Scam Promotion
3607,Numit asi yamna chaoba oirammi verify #Churachandpur,Non Cyber Crime
3608,Receipt ubu ngamde aduga cash piri merchant 📢,Cyber Crime
3609,Fast approval guaranteed payment #CyberCrime,Scam Promotion
3610,Amazing news amazing news account 🚨 🔥,Bot Comment
3611,Police investigation asi continue touri cash 🙏 😂,Cyber Crime
3612,Ei nattraga eigi family gi maphamda masi thoklammi account #StaySafe bhai,Cyber Crime
3613,Link ama click touba matamda careful oiganu fake #News 😱,Cyber Crime
3614,Election discussion asi yamna chatli ⚠️ lol,Non Cyber Crime
3615,Account verify touro haibasi suspicious ni #FraudAlert 😨 bro,Cyber Crime
3616,Ei nattraga eigi family gi maphamda masi thoklammi #Churachandpur 🔥 plz,Cyber Crime
3617,Ei bank app da check toure payment leitre support paisa #DigitalFraud 🔥,Cyber Crime
3618,Account verify touro haibasi suspicious ni fraud jaldi,Cyber Crime
3619,GPay issue solve tougani inbox now online,Scam Promotion
3620,Transaction successful haiba asi thajaba ngamde transaction #FraudAlert asap,Cyber Crime
3621,Amazing news amazing news bro,Bot Comment
3622,Fake confirmation screen asi yamna dangerous ni galat #CyberCrime 😱 bro,Cyber Crime
3623,Weather houjik yamna nungshitri bro,Non Cyber Crime
3624,Exam result karino upload tougani #UPI 😳,Non Cyber Crime
3625,Festival preparation touri #Manipur 😂,Non Cyber Crime
3626,Masi fake GPay scam asi yamna khudongchabani digital #DigitalFraud asap,Cyber Crime
3627,Account verify touro haibasi suspicious ni transaction,Cyber Crime
3628,Great content great content bank #DigitalFraud asap,Bot Comment
3629,Madu fraud oirammi hairi asap,Cyber Crime
3630,Important update friends OTP 😂,Bot Comment
3631,School gi project complete toure investigation #ScamAlert 🔥,Non Cyber Crime
